UNLV-ISRI OCR Word Accuracy Report Version 5.1
----------------------------------------------
   55298   Words
   46644   Misrecognized
   15.65%  Accuracy

Stopwords
   Count   Missed   %Right   Length
       9        8    11.11   emot
     822      603    26.64   en
      45       39    13.33   ena
       9        8    11.11   encouragera
       7        6    14.29   enda
      18       15    16.67   ende
       9        8    11.11   enfaldigt
      27       27     0.00   engelland
       9        9     0.00   engelske
       8        8     0.00   ensamme
       8        8     0.00   ensidig
       9        9     0.00   enskylt
       1        1     0.00   enskylte
       8        7    12.50   epitre
      17       15    11.76   er
      26       18    30.77   et
      72       72     0.00   etc
     237      208    12.24   ett
       8        7    12.50   europa
       8        8     0.00   europã
       9        8    11.11   eva
       9        9     0.00   ex
       9        8    11.11   exempel
      44       40     9.09   ey
       9        9     0.00   fader
       8        7    12.50   fadren
       9        8    11.11   fahra
       9        9     0.00   falsk
       9        9     0.00   falskheten
       9        9     0.00   familier
       9        9     0.00   fasa
       9        9     0.00   faseligt
      96       96     0.00   fast
       9        9     0.00   fasta
       9        9     0.00   fastare
       9        9     0.00   fastbunden
       9        8    11.11   fatta
       8        8     0.00   fattades
      18       16    11.11   fattigdom
       9        8    11.11   fattigt
       9        8    11.11   favorit
       9        8    11.11   favorits
       8        7    12.50   fde
       9        8    11.11   fehl
       7        6    14.29   fel
       9        8    11.11   femte
       9        9     0.00   femtusend
       8        7    12.50   fftad
       8        8     0.00   fftighet
      17       16     5.88   fick
       9        8    11.11   fiende
       9        8    11.11   figure
       9        9     0.00   finger
      16       15     6.25   fingo
       9        9     0.00   fingrar
      27       25     7.41   finna
      18       16    11.11   finnas
      10       10     0.00   finner
       7        6    14.29   fiollugt
       9        9     0.00   fiã
       8        7    12.50   fla
       9        8    11.11   flade
       9        8    11.11   flat
      10       10     0.00   flera
       9        8    11.11   fligt
      35       32     8.57   flit
       8        7    12.50   flitig
       9        8    11.11   flugor
       8        8     0.00   flycktar
       9        9     0.00   flyttas
      33       30     9.09   flã
       9        9     0.00   fogdar
      51       50     1.96   folck
      18       16    11.11   folk
       9        9     0.00   folke
      15       14     6.67   folket
       9        8    11.11   folks
       8        7    12.50   fordom
      18       16    11.11   fort
      61       56     8.20   fram
      17       15    11.76   framfã
       8        8     0.00   fransoserne
       8        8     0.00   fransã
       8        8     0.00   fred
       1        1     0.00   fredric
       9        8    11.11   fremmande
      18       17     5.56   fri
      18       16    11.11   friga
      18       17     5.56   frigit
      17       15    11.76   frihet
       9        8    11.11   fring
      17       17     0.00   frisprã
       9        8    11.11   fru
      18       18     0.00   fruentimmer
      18       17     5.56   fruentimmers
       8        8     0.00   fruentimret
      18       17     5.56   fruer
       9        8    11.11   frukten
       9        9     0.00   frukter
     114       91    20.18   frã
       9        8    11.11   fuhl
      18       16    11.11   fulla
       9        8    11.11   fuller
       9        9     0.00   fullmã
       9        8    11.11   fullproppa
       9        8    11.11   fullt
       9        9     0.00   funnit
       7        7     0.00   furstars
       9        9     0.00   fven
       9        8    11.11   fwa
       9        8    11.11   fwade
      10        8    20.00   fwas
      43       39     9.30   fwen
       8        8     0.00   fwentyrliga
       9        8    11.11   fwentyrs
      77       65    15.58   fwer
       9        8    11.11   fwerdã
       9        9     0.00   fwerens
       9        8    11.11   fwerflã
       1        0   100.00   fwerherden
       9        9     0.00   fwerheten
       8        8     0.00   fwerhetz
       9        8    11.11   fwerlopp
       7        6    14.29   fwertyga
       8        8     0.00   fwor
       7        6    14.29   fyra
       9        8    11.11   fyrk
    1630     1016    37.67   fã
      79       68    13.92   g
      78       67    14.10   ga
      18       16    11.11   gade
       9        8    11.11   gaf
       9        9     0.00   gagna
       7        7     0.00   galenskapen
       9        8    11.11   galna
      44       42     4.55   gamla
       9        8    11.11   gamle
      36       35     2.78   gammal
      17       17     0.00   gammalt
      26       26     0.00   ganska
       8        7    12.50   gapande
       9        9     0.00   gar
       9        9     0.00   gastar
       9        8    11.11   gatan
      24       21    12.50   gd
      18       15    16.67   gde
       9        9     0.00   gemenligen
       9        8    11.11   gement
       9        8    11.11   gen
       8        7    12.50   gendom
      16       14    12.50   genhet
       1        0   100.00   genheter
      99       93     6.06   genom
       9        8    11.11   ger
      16       14    12.50   gerna
       9        9     0.00   gesã
       8        8     0.00   gevã
       9        9     0.00   gewã
      43       39     9.30   gfã
      36       33     8.33   gga
       9        9     0.00   ggas
      26       24     7.69   gick
       8        8     0.00   gie
       9        9     0.00   gifftermã
       9        8    11.11   giftermã
      27       25     7.41   gifwa
       9        8    11.11   gifwe
       9        8    11.11   gillar
       9        9     0.00   giller
      19       19     0.00   gingo
       9        9     0.00   giord
      17       16     5.88   giorde
       9        8    11.11   giordt
       9        9     0.00   giruge
       9        9     0.00   girugheten
       9        9     0.00   git
     191      162    15.18   giã
       9        8    11.11   glafwen
      99       99     0.00   glas
      26       24     7.69   glã
       7        7     0.00   gmodig
      18       17     5.56   gna
       9        8    11.11   gnad
      25       22    12.00   go
      36       33     8.33   god
      17       15    11.76   goda
       9        8    11.11   gode
       9        8    11.11   godhet
      18       17     5.56   godt
       9        9     0.00   godz
     151      139     7.95   gon
      27       24    11.11   gonen
       9        9     0.00   gons
      18       18     0.00   gossar
      50       43    14.00   got
       9        8    11.11   gott
       9        9     0.00   gouverno
     136      115    15.44   gra
       9        8    11.11   grand
       9        8    11.11   grande
       9        8    11.11   granlaga
      27       25     7.41   grann
       9        8    11.11   granna
      18       18     0.00   gre
      26       25     3.85   grep
       9        9     0.00   grifften
       9        8    11.11   gripa
       9        8    11.11   grofwa
       9        8    11.11   grund
       7        7     0.00   grundeligen
       9        8    11.11   grundlã
       9        9     0.00   grã
       8        6    25.00   gt
       9        8    11.11   gtã
       9        9     0.00   gubbar
      18       18     0.00   gud
       9        9     0.00   guds
       9        9     0.00   gudz
      17       17     0.00   guld
       8        8     0.00   gull
      17       17     0.00   gunst
       1        1     0.00   gyllenbalance
       9        9     0.00   gyllenballance
       8        8     0.00   gyllene
     240      209    12.92   gã
      64       55    14.06   ha
      61       54    11.48   hade
      26       24     7.69   hafft
      88       81     7.95   hafwa
       9        9     0.00   halfwaket
       9        8    11.11   hamburg
     391      275    29.67   han
       9        8    11.11   hand
       9        8    11.11   handel
      26       25     3.85   handelen
      36       33     8.33   handen
      18       18     0.00   handlande
       9        9     0.00   handterad
      18       16    11.11   handtwã
       9        9     0.00   hanreyer
      62       55    11.29   hans
     223      200    10.31   har
      17       17     0.00   hastigt
       7        7     0.00   hat
       9        8    11.11   hatas
       9        8    11.11   hatten
      16       15     6.25   heder
       9        8    11.11   hederlig
       8        7    12.50   heders
       9        9     0.00   hedra
      35       30    14.29   hela
       9        8    11.11   hemligheter
      51       44    13.73   henne
      18       16    11.11   hennes
       1        1     0.00   herde
       1        1     0.00   herdinna
       9        9     0.00   hermlins
      90       78    13.33   herr
      17       15    11.76   herrar
       8        8     0.00   herrars
      62       60     3.23   herre
       8        7    12.50   herren
      27       26     3.70   herres
      80       74     7.50   heta
       9        9     0.00   hette
       9        9     0.00   hielp
       1        1     0.00   hielpa
      17       16     5.88   hielper
       9        7    22.22   hiernbrott
       9        9     0.00   hiertat
       1        0   100.00   hiertelig
       9        8    11.11   hiertskott
       9        8    11.11   himla
       9        8    11.11   himlen
       9        8    11.11   himmel
       9        8    11.11   hindrar
       9        8    11.11   hindras
       9        8    11.11   hinner
       9        8    11.11   hit
       9        9     0.00   hitta
       9        9     0.00   hiulet
      17       15    11.76   hiã
       9        9     0.00   hof
      18       18     0.00   hofman
       9        8    11.11   holland
      66       56    15.15   hon
       8        7    12.50   honnet
      63       55    12.70   honom
      19       17    10.53   hop
       9        8    11.11   hopp
      28       26     7.14   hoppas
       8        7    12.50   hopwigde
      53       47    11.32   hos
       9        9     0.00   hotade
      26       23    11.54   hr
      43       40     6.98   hra
      18       17     5.56   hran
      18       16    11.11   hrans
       9        9     0.00   hregirughet
       8        7    12.50   hrender
      18       16    11.11   hrligen
       9        8    11.11   hrs
      26       24     7.69   hufwud
       9        9     0.00   hufwuden
       9        8    11.11   hufwudhã
       9        9     0.00   hulpit
       9        8    11.11   hulpo
       8        8     0.00   hurtighet
     171      150    12.28   huru
      54       48    11.11   hus
       8        7    12.50   husbonde
       9        9     0.00   huset
       9        9     0.00   hustru
       9        9     0.00   hustrur
     156      136    12.82   hwad
     126      110    12.70   hwar
      18       17     5.56   hwaraf
      16       15     6.25   hwarannan
       9        9     0.00   hwarest
       9        8    11.11   hwarfã
       9        8    11.11   hwarpã
       9        8    11.11   hwartil
       9        8    11.11   hwaruti
       9        9     0.00   hwarwid
      43       40     6.98   hwem
      18       16    11.11   hwilka
      18       17     5.56   hwilkas
      27       26     3.70   hwilken
      44       40     9.09   hwilket
       9        8    11.11   hy
       7        7     0.00   hyser
     563      407    27.71   hã
      26       24     7.69   ibland
     354      297    16.10   icke
       9        9     0.00   ifrã
      17       15    11.76   igen
      27       24    11.11   igenom
       8        8     0.00   igensluten
       9        8    11.11   igã
