UNLV-ISRI OCR Word Accuracy Report Version 5.1
----------------------------------------------
   65227   Words
   46378   Misrecognized
   28.90%  Accuracy

Stopwords
   Count   Missed   %Right   Length
       2        2     0.00   attes
       3        3     0.00   atteå
       1        1     0.00   attra
       1        1     0.00   attrac
       2        2     0.00   attrahera
       1        1     0.00   attter
       3        3     0.00   au
       1        1     0.00   aub
       1        1     0.00   auc
       1        1     0.00   auctoren
       1        1     0.00   audacia
       1        1     0.00   audientz
       1        1     0.00   audra
       1        1     0.00   augu
       9        9     0.00   auguå
       2        2     0.00   aurora
       1        1     0.00   auta
       1        1     0.00   authorernes
       1        1     0.00   autingen
       1        1     0.00   auå
       1        1     0.00   avarus
       1        1     0.00   ave
       8        8     0.00   avena
       1        1     0.00   avenam
       1        1     0.00   avenamque
       1        1     0.00   avis
       1        1     0.00   awarer
       9        8    11.11   ax
       1        0   100.00   axel
       1        1     0.00   axen
       5        3    40.00   axet
       1        1     0.00   axets
       1        1     0.00   ayllende
       2        2     0.00   aã
      19       17    10.53   aå
      22       20     9.09   b
       2        1    50.00   ba
       1        1     0.00   baak
       2        2     0.00   baakfoot
       1        1     0.00   baakvgn
       1        1     0.00   baar
       1        1     0.00   baara
       1        1     0.00   babilo
       2        2     0.00   babylon
       1        1     0.00   babylonier
       1        1     0.00   baccifer
       1        1     0.00   backa
       1        1     0.00   backewepling
       2        2     0.00   bad
       1        1     0.00   badda
       1        1     0.00   baddas
       1        1     0.00   badh
       1        1     0.00   baijo
       1        1     0.00   baiox
       1        1     0.00   bak
       1        1     0.00   baka
       1        0   100.00   bakas
       2        2     0.00   bakers
       1        1     0.00   baklã
       2        1    50.00   bakpã
       1        0   100.00   baktil
       1        1     0.00   balberare
       1        1     0.00   balearides
       1        1     0.00   balken
       1        1     0.00   ballance
       1        1     0.00   ballancera
       1        1     0.00   balthazar
       1        1     0.00   balu
       7        6    14.29   balå
       1        1     0.00   ban
       1        0   100.00   banar
       1        1     0.00   banas
       2        2     0.00   band
       1        1     0.00   bandh
       1        1     0.00   bandroå
       1        1     0.00   baneå
       1        1     0.00   bannor
       4        4     0.00   bar
       9        7    22.22   bara
       2        2     0.00   barbariet
       1        1     0.00   barbaroã
       3        3     0.00   barbat
       1        1     0.00   barbatos
       1        1     0.00   baren
       1        1     0.00   barenå
       1        1     0.00   baricelli
       1        0   100.00   barken
       2        2     0.00   barm
       1        1     0.00   barmher
       1        1     0.00   barmhertighet
      16       14    12.50   barn
       1        1     0.00   barnabarn
       1        1     0.00   barnas
       1        0   100.00   barndom
       5        3    40.00   barnen
      12        9    25.00   barnet
       4        4     0.00   barnets
       2        2     0.00   barnmorå
       2        1    50.00   barnom
       1        1     0.00   barnå
       1        1     0.00   baron
       1        1     0.00   bart
       1        1     0.00   bartholoma
       1        1     0.00   bat
       2        2     0.00   bata
       4        4     0.00   baå
       2        1    50.00   bebo
       1        1     0.00   bebodha
       1        1     0.00   bebã
       1        1     0.00   becks
       1        1     0.00   bedagad
       1        1     0.00   bedhiandes
       1        1     0.00   bedia
       2        2     0.00   bediandes
       1        1     0.00   bedragare
       1        0   100.00   bedragen
       1        1     0.00   bedrifter
       1        1     0.00   bedrifwa
       6        5    16.67   bedrã
       1        1     0.00   befaara
       2        1    50.00   befahra
       2        2     0.00   befaller
       1        1     0.00   befallning
       1        1     0.00   befallningh
       2        1    50.00   befalning
       2        1    50.00   befalt
       4        4     0.00   befalte
       1        1     0.00   befann
       1        1     0.00   befarandhe
       1        1     0.00   befarar
       1        0   100.00   befinna
       1        0   100.00   befordra
       2        1    50.00   befordran
       1        1     0.00   befordrar
       1        1     0.00   befordrare
       1        1     0.00   befordring
       2        1    50.00   befrach
       1        0   100.00   befracht
       1        1     0.00   befrachtare
       5        5     0.00   befrachtaren
       2        2     0.00   befria
       1        0   100.00   befriat
       1        1     0.00   befrielå
       1        0   100.00   befrija
       1        1     0.00   befruckta
       1        1     0.00   befrukta
       1        1     0.00   befryndade
       2        1    50.00   befrã
       1        1     0.00   beftrã
       1        1     0.00   befundne
       1        1     0.00   befunne
       3        3     0.00   befunnen
       2        2     0.00   befunnit
       1        1     0.00   befunno
       1        1     0.00   befuã
       3        1    66.67   befã
       2        1    50.00   begaf
       1        1     0.00   begge
       1        1     0.00   begierlige
       1        1     0.00   begiffua
       2        1    50.00   begifwa
       1        1     0.00   begifwit
       1        1     0.00   begiã
       1        1     0.00   begnyte
       1        1     0.00   begrafwa
       3        3     0.00   begrafwen
       1        1     0.00   begrafwet
       2        2     0.00   begrep
       1        1     0.00   begrepen
       2        2     0.00   begrijpa
       1        1     0.00   begripa
       1        1     0.00   begrofwa
       1        1     0.00   begrunda
       1        1     0.00   begyn
       1        1     0.00   begynna
       1        1     0.00   begynne
       5        5     0.00   begynnelå
       4        4     0.00   begynner
       3        3     0.00   begynt
       6        5    16.67   begynte
      17       12    29.41   begã
       5        4    20.00   behag
       1        1     0.00   behagar
       1        1     0.00   behagat
       1        1     0.00   behagelige
       1        1     0.00   behagelighet
       1        0   100.00   behager
       2        2     0.00   behielpelig
       1        1     0.00   behielpelige
       1        1     0.00   behiertade
       3        2    33.33   behof
       1        1     0.00   beholla
       1        1     0.00   beholler
       1        0   100.00   behollit
      18       15    16.67   behã
       1        1     0.00   bejakat
       1        1     0.00   bekajade
       8        7    12.50   bekant
       1        1     0.00   bekanta
       3        2    33.33   bekante
       1        1     0.00   beklaga
       1        1     0.00   beklagelige
       3        2    33.33   bekom
       3        2    33.33   bekomma
       2        2     0.00   bekommit
       1        1     0.00   bekommo
       2        2     0.00   bekrã
       1        1     0.00   bekymbra
       1        1     0.00   bekymbrade
       1        1     0.00   bekymmer
       2        1    50.00   bekã
       2        2     0.00   bela
       1        1     0.00   belackare
       1        1     0.00   belagd
       1        0   100.00   belefwad
       1        1     0.00   bell
       1        1     0.00   bella
       1        1     0.00   belon
      12        9    25.00   belã
       1        1     0.00   bemantla
       3        3     0.00   bemelte
      11        9    18.18   bemã
       5        4    20.00   ben
       1        1     0.00   bene
       1        1     0.00   bened
       1        1     0.00   benedic
       3        3     0.00   benembd
       1        1     0.00   benembt
       1        0   100.00   benen
       2        2     0.00   benet
       1        1     0.00   beneventiå
       4        4     0.00   benã
       1        1     0.00   beprijå
       1        1     0.00   bepryda
       1        0   100.00   beprã
       1        0   100.00   bequã
       2        2     0.00   beqwã
       5        4    20.00   ber
       1        1     0.00   bera
       1        1     0.00   berberis
       1        1     0.00   bereda
       1        1     0.00   beredan
       1        1     0.00   beredha
       1        0   100.00   beredning
       2        2     0.00   berenices
       1        1     0.00   berettelå
       4        3    25.00   berg
       1        1     0.00   bergdun
       1        1     0.00   bergen
      11       10     9.09   berget
       3        3     0.00   bergh
       1        1     0.00   bergliot
       1        1     0.00   bergs
       1        1     0.00   bergsbygden
       1        1     0.00   bergsmã
       1        1     0.00   bergå
       1        1     0.00   berlin
       1        1     0.00   bernoulli
       1        0   100.00   bernå
       1        0   100.00   beropa
      23       19    17.39   berã
       4        4     0.00   bet
       1        1     0.00   beta
       3        1    66.67   betager
       7        5    28.57   betala
       4        4     0.00   betalas
       1        1     0.00   betald
       1        1     0.00   betale
       1        0   100.00   betales
       1        1     0.00   betallningh
       1        1     0.00   betalning
       1        1     0.00   betalningen
       1        0   100.00   betalte
       2        2     0.00   bete
       1        1     0.00   betech
       1        0   100.00   betedt
       1        1     0.00   betek
       1        1     0.00   beteknande
       2        2     0.00   beteknar
       1        1     0.00   betenckia
       1        0   100.00   beter
       1        1     0.00   betienter
       1        1     0.00   betienterne
       1        1     0.00   betienters
       2        2     0.00   betrachta
       1        0   100.00   betrachtar
       1        1     0.00   betrachtas
       1        1     0.00   betrakta
       1        1     0.00   betraktandes
       1        1     0.00   betroodde
       1        1     0.00   betrã
       1        1     0.00   bets
       1        0   100.00   bettre
       2        0   100.00   bety
       3        2    33.33   betyda
       1        1     0.00   betydan
       1        0   100.00   betydande
       1        1     0.00   betydelå
       6        5    16.67   betyder
       1        1     0.00   betydhande
       3        3     0.00   betydher
       1        1     0.00   betydning
       1        1     0.00   betygha
       8        6    25.00   betã
       1        1     0.00   betå
       1        1     0.00   bewaka
       2        2     0.00   bewara
       1        1     0.00   bewaras
       1        0   100.00   bewarat
       1        1     0.00   bewaring
       1        1     0.00   bewegnin
       1        1     0.00   bewekeligit
       3        3     0.00   bewijå
       1        1     0.00   bewis
       5        5     0.00   bewiå
       1        1     0.00   bewã
     121       81    33.06   beå
       6        6     0.00   bi
       2        1    50.00   bibehã
       3        3     0.00   bibel
       1        1     0.00   bibihã
       1        1     0.00   bibliothek
       1        1     0.00   bibliå
       1        1     0.00   bidens
       1        1     0.00   bielke
       2        2     0.00   bien
       1        1     0.00   bifall
       1        1     0.00   bifã
       1        1     0.00   bij
       1        1     0.00   bijbehã
       1        1     0.00   bijda
       1        1     0.00   bijfaller
       1        0   100.00   bijmã
       7        6    14.29   bijå
       1        1     0.00   bilagd
       1        1     0.00   bilefeldt
       1        1     0.00   bilem
       1        1     0.00   billar
       1        1     0.00   billigare
       4        4     0.00   billigt
       1        1     0.00   bilocularis
       5        4    20.00   bilã
       2        1    50.00   binda
       1        1     0.00   bingelgrã
       1        0   100.00   bit
       1        0   100.00   bitra
       1        1     0.00   bitrã
       1        1     0.00   bitter
       1        1     0.00   bittida
       1        1     0.00   bittijda
       1        1     0.00   bittrade
       1        1     0.00   biuder
       2        2     0.00   biudher
       1        1     0.00   biuggs
      13       10    23.08   biã
      18       13    27.78   biå
       1        1     0.00   bjã
       1        1     0.00   bla
       1        1     0.00   blacket
      23       15    34.78   blad
       1        1     0.00   bladad
       3        3     0.00   bladen
       2        2     0.00   bladet
       2        2     0.00   bladig
       1        1     0.00   bladigt
       1        1     0.00   bladlã
       6        5    16.67   blan
       3        3     0.00   bland
       3        3     0.00   blanda
       2        2     0.00   blandad
       1        1     0.00   blandade
       1        1     0.00   blandadt
       1        1     0.00   blandar
       1        1     0.00   blandfoder
       1        1     0.00   blandningar
       1        1     0.00   blaå
       1        1     0.00   ble
       1        1     0.00   bleekgohl
      49       41    16.33   blef
      13       13     0.00   bleff
       1        1     0.00   blefne
       3        3     0.00   blefwe
