UNLV-ISRI OCR Word Accuracy Report Version 5.1
----------------------------------------------
   53955   Words
   34071   Misrecognized
   36.85%  Accuracy

Stopwords
   Count   Missed   %Right   Length
       1        0   100.00   betracktat
       1        0   100.00   betracktelsen
       2        2     0.00   betracktelser
       1        1     0.00   betrakta
       1        0   100.00   betraktades
       1        0   100.00   betraktar
       4        4     0.00   betraktelser
       1        1     0.00   betrodd
       1        1     0.00   betsk
       1        1     0.00   bettar
       1        0   100.00   bettre
       1        0   100.00   betungar
       1        1     0.00   betydelsen
       2        2     0.00   betyder
       3        2    33.33   betyga
       1        0   100.00   betygar
       8        6    25.00   betã
       1        1     0.00   beurse
       1        1     0.00   bewaka
       2        2     0.00   beware
       1        1     0.00   bewekeliga
       1        1     0.00   bewekeligit
       1        1     0.00   bewekelser
       2        1    50.00   bewektes
       5        2    60.00   bewis
       1        1     0.00   bewisande
       1        0   100.00   bewist
       2        2     0.00   bewiste
       1        1     0.00   bewjste
       4        3    25.00   bewã
       6        4    33.33   bibehã
       2        1    50.00   bibliotheque
       1        1     0.00   bider
       3        3     0.00   bidraga
       1        0   100.00   bidrager
       1        1     0.00   bidragit
       1        1     0.00   bidrog
       1        1     0.00   bifall
       1        1     0.00   bifã
       1        1     0.00   bilda
       1        1     0.00   bildare
       1        1     0.00   bilder
       2        0   100.00   billiga
       1        1     0.00   billigare
       1        0   100.00   billighet
       5        5     0.00   billigt
       3        2    33.33   binda
       1        1     0.00   bindmã
       1        1     0.00   biskopar
       1        0   100.00   bistã
       2        1    50.00   bitande
       1        1     0.00   biter
       1        1     0.00   bitter
       1        0   100.00   bittert
       3        3     0.00   bittida
       1        1     0.00   bittra
       4        4     0.00   biuda
       1        1     0.00   biude
       2        2     0.00   biuder
       2        2     0.00   biã
       1        1     0.00   blad
       1        0   100.00   blaggarns
      18        6    66.67   bland
       1        0   100.00   blanda
       1        0   100.00   blandad
       1        1     0.00   blandar
       1        0   100.00   blandat
       1        1     0.00   blanden
      57       38    33.33   blef
       1        1     0.00   blefwen
      14       13     7.14   blefwo
      43       27    37.21   bli
       1        1     0.00   blid
       1        1     0.00   blida
       1        1     0.00   blidare
       1        1     0.00   blide
       1        1     0.00   blidi
       1        0   100.00   blif
       1        1     0.00   blifva
      24       15    37.50   blifwa
       1        0   100.00   blifwe
       5        4    20.00   blifwen
       5        4    20.00   blifwer
      28       22    21.43   blifwit
       1        1     0.00   blijade
       4        2    50.00   blind
       3        3     0.00   blinda
       1        1     0.00   blindhet
       1        1     0.00   blindning
       1        1     0.00   blindt
       1        1     0.00   blindtwis
       1        1     0.00   blinkande
       1        0   100.00   blinkar
      40       17    57.50   blir
       1        1     0.00   blixt
      10        4    60.00   blod
       1        1     0.00   bloden
       1        1     0.00   blodens
       1        1     0.00   blodig
       1        1     0.00   blodrã
       1        0   100.00   blomma
       1        0   100.00   blommande
       1        0   100.00   blommar
       1        1     0.00   blomstertiden
       1        1     0.00   blomstrande
      11        6    45.45   blott
